sheet,key,column,type,old,new
Veeva Vault RIA,Taiwan eCTD 3.2 Archive & Viewing (TW v2.1),,Record Removed,Entire Record Removed,
Veeva Vault RIA,Inbound Email Mapping for Case & Case Request,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Reviewer Comments on Disclosures,,Record Removed,Entire Record Removed,
Veeva Vault RIA,MHRA MIR (XML),,Record Removed,Entire Record Removed,
Veeva Vault RIA,Active Dossier: Update Global Records from Local Submission,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Claims: Indication Available for Metadata,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PromoMats: Secure Message via Approved Email,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Autofill Site Timezones from Global Directory,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Follow-up Case Compare: Alphabetical Sorting for Manual Match Selector,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Doctype Triggers,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Secure DTD for EMA E2B(R3),,Record Removed,Entire Record Removed,
Veeva Vault RIA,Record History Expansion,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-RIM Connection: Co-Packaged Product Constituents,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Generate FDA 1572,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Download as PDF: Export Audit Trail Entries Associated to Reason for Change Records,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Standard Formatted Output Updates for Site & Outreach Target Surveys,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Spec Data & Test Definition Builder: Enter Key Support,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Advanced ISI Extraction & Evaluation for Quick Check Agent,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Updates to Styling of Initiate Response Guided Flow,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Allow User Entry for Unavailable OpenData Clinical Email,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Deterministic Aliquot Actions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Spec Data Builder: General UI Updates,,Record Removed,Entire Record Removed,
Veeva Vault RIA,US eCTD 3.2 Validation Criteria 4.5,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Brand Team Group Management,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Clinical Operations-EDC Connection: Flexible Visit Definitions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Roles & Responsibilities Usability Improvements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Entry Action Enhancement: Check & Close Multi-Document Change Control,,Record Removed,Entire Record Removed,
Veeva Vault RIA,External Collaboration: Send Steady State Document to External Collaborator on Workflow Completion,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PVA: MAA Document Required for Distribution,,Record Removed,Entire Record Removed,
Veeva Vault RIA,VPS: eMDR Follow-Up Reporting Enhancement,,Record Removed,Entire Record Removed,
Veeva Vault RIA,New Study Field for Pediatric Studies,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Remove Limit on Product & Country Document Fields,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Study Site Plan (Data Model Only),,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Definition Builder: Including Results for Sample Result Entry Variations,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Updated Brand & Country Page Layouts,,Record Removed,Entire Record Removed,
Veeva Vault RIA,LATAM E2B(R3) Relabeled to Vigiflow E2B(R3),,Record Removed,Entire Record Removed,
Veeva Vault RIA,Save Removal Preference for Expected Documents,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Definition Builder: Auto-Scroll to New Result or Input Record,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Improvements to Import to Inbox Item,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Stability Study Data Migration,,Record Removed,Entire Record Removed,
Veeva Vault RIA,VPS: EU MIR 7.3.1 Updates,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-Clinical Operations Connection: Inactivate Integration Record,,Record Removed,Entire Record Removed,
Veeva Vault RIA,China eCTD 3.2 Archive & Viewing (CN v1.1),,Record Removed,Entire Record Removed,
Veeva Vault RIA,Process Monitor: Export Records,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Copy & Paste Table as Plain Text for Rich Text Fields,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Infinite Scroll on Dashboard Data,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Generate Document from Record: Workflow Job Step,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Generate TRIA on Adding or Removing Document,,Record Removed,Entire Record Removed,
Veeva Vault RIA,RIM-Clinical Operations Connection: Update to CrossLink Trigger Logic,,Record Removed,Entire Record Removed,
Veeva Vault RIA,UI Enhancements for the Study Enrollment Status Graph,,Record Removed,Entire Record Removed,
Veeva Vault RIA,New Generate Risk Mitigation Actions Per Study Job,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Add Collaborate Externally Field to Impact Assessment & Change Action Objects,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Failed Safety Distributions Visible in Site Home,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Auto-Generate Domestic Localized Parent Information,,Record Removed,Entire Record Removed,
Veeva Vault RIA,EU MIR 7.3.1: Export Updates,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-RIM Connection: Create Product Substances,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Standard Fields Updates for Validation Management,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Recruitment Planning: Additional Metrics Over Time,,Record Removed,Entire Record Removed,
Veeva Vault RIA,"United States eCTD 4.0 Archive & Viewing (US 1.7, 1.8)",,Record Removed,Entire Record Removed,
Veeva Vault RIA,TMF Transfer: Multi-Study Documents,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Document Intake Highlighter: Usability Updates,,Record Removed,Entire Record Removed,
Veeva Vault RIA,High-Volume Product Registration Support,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Archive Readiness Dashboard,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Clinical User Ability to Reject Document Action in Site Home Removed,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Medical: Provision Standard Component Document Relationship Type,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Always Open Multilingual MedDRA Browser in English,,Record Removed,Entire Record Removed,
Veeva Vault RIA,EUDAMED XSD Version 3.0.28 Support,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Medical: Secure Message via Approved Email,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Reason for Change Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Auto-Suppress Weblinks & Mailto Links on Published Documents,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Auto-Populate Last PSV Date on Location,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-EDC Connection: Improvements & Additional Mapping Support,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Fees Support Multiple Subject Groups of the Same Type,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Integration to PubMed,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Record Check & Record Suggestions: All Search Terms,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Document Version Process Reporting,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-EDC Connection: Support Case Product Type Changes,,Record Removed,Entire Record Removed,
Veeva Vault RIA,VPS: Reportability Assessment Enhancement,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PMDA MHLW Paper Form: Export Sender's Organization,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Company Product Match Verification for Deprecated Product Registrations,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Subgrouping for Targeted Analysis,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Spec Data Builder: Export List of Unsupported Setup,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Transmission Document Generation Status,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Link Evaluator Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Training Change Request: Create Matrix Records,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Follow-up Case Compare: Always Promote Non-Displayed Data,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Product Quality Complaint Assessments,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Quality-RIM Connection: Ensure QMS RCI & RAI Update Correctly,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Disclosures: EU Initial CTA Form with Prepopulation,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Inactive Classification Filtering for Site Packages,,Record Removed,Entire Record Removed,
Veeva Vault RIA,New Permission to Access Root File Staging Folder,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Claims: New Audience Field,,Record Removed,Entire Record Removed,
Veeva Vault RIA,AVGIF & MAXIF Functions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Outreach Target Parity,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Precision Rules for Impurity Testing,,Record Removed,Entire Record Removed,
Veeva Vault RIA,ICH E2D Additional Study Types,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Identify Blocking References for Object Record Deletion,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Site Timezone in OpenData Clinical,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Enhanced Error Handling on Expected Documents Action,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Clearer Error Messaging for Configuration,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Process Monitor: New Metrics & Chart Options,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Move CTN Setting to New Disclosures Settings,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Validation Criteria: Inactivate EMA.D.1-2,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Vault File Manager: Exclude Parent Folders When Downloading Folders,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Definition Builder: Icons,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Provision Standard Component Document Relationship Type,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Create Excluded Record from Resolved Data Change Request,,Record Removed,Entire Record Removed,
Veeva Vault RIA,China eCTD 3.2 (NMPA) Specification 1.1,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Training Focus Time,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Active Dossier: Standard Template for Medical Devices,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Definition Builder: Test Method Field,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Hide Pre-EDL Refactor Actions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PVA: Event Based Activities,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Making Market Ship Decision,,Record Removed,Entire Record Removed,
Veeva Vault RIA,RIM-Medical Connection: Product Data Transfer,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Wave-Based Curriculum Prerequisites,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Curriculum Outcomes: Add or Remove User From Groups,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Simplified Criteria Definition,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Active Dossier: Replaced Status,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PSMF Binder Periodic Reviews,,Record Removed,Entire Record Removed,
Veeva Vault RIA,E2B Readable Rendition: Adverse Event & Causality Organization,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Precision Enhancements for the Accessibility Check in Quick Check Agent,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Unified RIM Validation Logic for Submission & RLCP Publishing,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety Distribution & Job Logging Improvements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Design Data Builder: Save Last Page User Was On,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Read & Understand Workflows Excluded from Auto-Started Workflow Limit,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Definition Builder: Operational Results Renamed to Method Parameters,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PMDA: Updating Assessments Following Global Approval,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Checklists: Show Workflow Banner for Available Tasks,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Constraining Roles for Validation Team Assignments,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Multi-Stage Testing for Dissolution & Content Uniformity Tests,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Spec Data Builder: Not Applicable Behavior Update,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Login Audit History: My Vaults Page,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Apply Template EDL Updates,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Supplier Risk Assessment: Multiply Scoring Method,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Veeva Safety: Integration Stats for Safety Connections,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Change Plan: Required Attribute for Current Due Date Field Is Now Editable,,Record Removed,Entire Record Removed,
Veeva Vault RIA,RIM-Medical Connection: Document Exchange,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Closing Items with Action Triggers,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Study Aliases,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Prevent Risk Measure Duplication on Local Implementation Strategies,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Medical-CRM Connection: CLM Integration,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Create Outbound Package: Allow All Accessible Vaults,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Object Actions: Available in All Lifecycle States Configurability,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Standalone CAPA,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Design Data Builder: Search Capability,,Record Removed,Entire Record Removed,
Veeva Vault RIA,VPS: EU MIR Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PromoMats-CRM Connection: CLM Integration,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Singapore eCTD 3.2 (HSA) Specification 1.1,,Record Removed,Entire Record Removed,
Veeva Vault RIA,EUDAMED XSD Version 3.0.25 Support,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Terminate PVA Documents Action,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Import Case Series,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Expandable Contact Search Results,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Quality-RIM Connection: Materials Product Data,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Product Management Service (PMS) Submission for Pack Size Details,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Payments: Tax Tracking,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Definition Builder: Allow Documents to Be Selected for Sample Result Entry Test Definitions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,WHODrug IDMP MPID Coding,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Word Formatted Outputs: Display Rich Text Values Using Microsoft Word Font,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Admin Option for Overlays & Signature Pages in Viewable Renditions Download from External Viewer,,Record Removed,Entire Record Removed,
Veeva Vault RIA,OpenData Clinical Prior Values Tracking,,Record Removed,Entire Record Removed,
Veeva Vault RIA,NMPA: Snapshot Recoded Products,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Information Component Calculation for Signal Detection,,Record Removed,Entire Record Removed,
Veeva Vault RIA,EAEU R.022 Archive & Viewing (v1.1.0),,Record Removed,Entire Record Removed,
Veeva Vault RIA,Allow Custom Renditions on CrossLink Documents,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PromoMats: Layout Profile Detail View for CRM Rendition Settings,,Record Removed,Entire Record Removed,
Veeva Vault RIA,MedTech: Default Filters for Product & Product Variants,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-EDC Connection: Send Additional SAE Reporter Details to Safety,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Merge Persons Action,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Spec Data Builder: Respect Default Values,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Improved Search for User Administration,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Manufacturer Data Management Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Execute Reports with Columns with Field Level Security,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Clearer Error Handling for EBGM Calculations,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Station Manager Account Password Expiration Improvements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Aggregate Functions in Report Formulas,,Record Removed,Entire Record Removed,
Veeva Vault RIA,FDA E2B(R3) Standard Reporting Rule Version 4,,Record Removed,Entire Record Removed,
Veeva Vault RIA,View Parameter Enhancements for Complex Reporting,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Migration Rendition Reuse for PDFs,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Study Training Matrix Builder: Remove Sections,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Clinical Operations-EDC Connection: Editable Connection Details,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Template Activities,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Support Created By & Last Modified By in Workflow & Lifecycle Formulas,,Record Removed,Entire Record Removed,
Veeva Vault RIA,External Collaboration: Reassign Tasks,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Active Dossier: Provide Reason When Editing ADID Relationships,,Record Removed,Entire Record Removed,
Veeva Vault RIA,VPS: UK Adverse Event Reporting,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Definition Builder: Mode of Entry Can Be Updated,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Medical: Layout Profile Detail View for CRM Rendition Settings,,Record Removed,Entire Record Removed,
Veeva Vault RIA,"Test Definition Builder: For Sample Result Entry Variations, Only Allow Valid Setup",,Record Removed,Entire Record Removed,
Veeva Vault RIA,Regulatory Reference Management Configurations Admin Component,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Comment Deletion Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Addition of Never Require QC Option for Risk-Based QC,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Curriculum Outcomes: Add Learner Role to Person,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Enhanced Audit Storage,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Duplicate Detection Results Log & Usability Improvements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Regulatory Check for Change Controls,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Product Management Service (PMS) Data in IDMP Viewer,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Support for Defaulting Event in Impact Assessment Report Prompt,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Efficiencies for SDR Item Creation & Management,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Distributed Sites Attachment,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Result Replicates & Impurity Testing,,Record Removed,Entire Record Removed,
Veeva Vault RIA,MedDRA Bulk Recode for Administrative Maintenance,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Disclosures: EU Notification Forms with Prepopulation,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Clinical Operations-EDC Connection: Identify Programmatic Protocol Deviations,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Share Disposition,,Record Removed,Entire Record Removed,
Veeva Vault RIA,NMPA E2B(R3): Export Updates,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Workbench Report Status,,Record Removed,Entire Record Removed,
Veeva Vault RIA,VPS Data Mapping Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-EDC Connection: Handling Product Indication,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Add Signature Page to Document Snapshots,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-EDC Connection: Automated Follow-up Management,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Quiz: Support Multiple Choice Drop-Down Questions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Automatic Safety Distributions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Quality Relationships Panel: Bi-Directional Document Relationships Enhancement,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PSMF Logbook Governance,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Added Standard First Day of the Month Schedule,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Spec Data & Test Definition Builder: Keyboard Navigation & Shortcut Support,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Scientific Statements: Auto-Linking Settings,,Record Removed,Entire Record Removed,
Veeva Vault RIA,New Application: Veeva HACCP,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Submissions Archive Harmonization for eCTD 4.0 Keywords Optimization,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Stability Summary Report: Grouping Logic for Multiple Test Definition Versions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Combined Excel Export for Report Sets,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Company Product Browser Search & Filter,,Record Removed,Entire Record Removed,
Veeva Vault RIA,QRM: Risk Builder Usability Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Migrated Follow-Up Cases for Aggregate Reports,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Follow-up Case Compare: Narrative Selection,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Vigiflow E2B(R3): Date Formatting,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Holiday & Holiday Schedule as Configuration Data,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Deterministic Aliquot Actions: Create New Version Enhancement,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Spec Data Builder: Edit Spec Data Criteria,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Update Minimum Supported Android Operating System Version for Station Manager to Android 14,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Standardization of User Access and Time Metrics on Cases,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Japan Postmarket Device & Regenerative Reporting,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Phone Number Field Control,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Remove EDL Automation Setting,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Removed Site Connect Document View for Obsolete & Deleted State Types,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Validation Team Warning Controls,,Record Removed,Entire Record Removed,
Veeva Vault RIA,eCTD 4.0 Updates,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Study Training-Clinical Operations Connection: SCORM File Transfer,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Updated Seeding Logic for Closed Issues in Monitoring,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Veeva AI for Safety: Narrative Agent,,Record Removed,Entire Record Removed,
Veeva Vault RIA,EDL Automation Respects Excluded Lifecycle States,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Enhanced Reviewer Summary & Metadata Check for Content Agent,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Workbench PADER Simplified Registration Number Filtering,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Update to Select All Within Create Related Records Wizard,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Support CrossLink Source Type & Renditions on CrossLink for Publishing Source,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Automated Inbound PVA Activity Email Processing,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Custom Terminology & Learning for Quick Check Agent,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Proposed APQR-to-APQR Field Inheritance,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Create GCP from AD: Clinical & Nonclinical Study & Indication Support,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Reusable Excel Templates,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Impact Assessment Report Auto-Split Prompts,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Signal Case Series Dashboard Refresh,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Picklist Order Type,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Support Multiple Reviewers During PSMF Periodic Review,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Statistical Data Handling Based on MedDRA Version,,Record Removed,Entire Record Removed,
Veeva Vault RIA,26R1 Safety Suite Standardization,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Phone Number Field Search,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Outbound Email Domain: Send Using Root Domain,,Record Removed,Entire Record Removed,
Veeva Vault RIA,View All Workflow Participants,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Spec Data Builder: Spec Data Defaulted for Criteria Set,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Prevent Actions from Copying Roll-Up Fields,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Curriculum Outcomes: Add Application Role Without Permission Set,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Complaint Agent & Deviation Agent: Generate Narrative Summary & Ask Questions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Automatic Validation Status Recovery,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Design Data Builder: View Version History,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Create Inactive Users in Migration Mode,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Quiz Scoring Updates,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Clinical Operations Text Updates for Site Connect,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Vault File Manager: Reduce Frequency of Auto-Refresh API Calls,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Workflow Due Date for All Workflow Reports,,Record Removed,Entire Record Removed,
Veeva Vault RIA,US eCTD 4.0 Publishing & Validation v1.8,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Assess Local Activities,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Device Case Assessments & ICSR Transmissions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Milestone Planning View,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Quality-RIM Connection: Material Change Object Type on Regulatory Change Item,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Milestone Document Panel,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Multi-Source Signal Data Consolidation,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Certificate of Analysis Field on Spec Execution,,Record Removed,Entire Record Removed,
Veeva Vault RIA,SDV Status Support for Subject Visits,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Case Product Device Code Import for Tabular Data Format,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Disclosures: Flexible Start Timing on Disclosure Rules & Re-order Arms,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Create Event Details Support for Event Product & Event Indication Fields,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Improved PDF Text Extraction,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Activity Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Quality Team Section: Display Minimum & Maximum User Requirements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Prevent Creation of Select Quality Configurations for Inapplicable Components,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Provision Standard Field on APQR,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Active Dossier: Processing Status & Issues Tracking,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Match Document Mode Pinned Filters,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Reference Lookups Availability in Business Admin,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Instant SQL Preview for Views,,Record Removed,Entire Record Removed,
Veeva Vault RIA,WHODrug External Product Auto-Coding,,Record Removed,Entire Record Removed,
Veeva Vault RIA,EAEU Validation,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Rules Based Narratives: Updates,,Record Removed,Entire Record Removed,
